stud_id,first_name,middle_name,last_name,valid_from,valid_to,latest,version_no
431,Johnathon,Itzkovici,Jaray,6/21/2019,till date,TRUE,1
432,,,,6/16/2019,till date,TRUE,1
433,Anthony,Carrigan,Etienne,9/18/2019,till date,TRUE,1
434,Justus,Philippson,Heatly,3/8/2020,till date,TRUE,1
435,Maryanne,Featherstonhalgh,Durie,3/28/2020,till date,TRUE,1
436,Cad,Dando,Kingshott,5/21/2020,till date,TRUE,1
437,Chaddy,Winspeare,Lawland,11/16/2019,till date,TRUE,1
438,Benton,Yeldon,Valeri,8/3/2019,till date,TRUE,1
439,,,,2/18/2020,till date,TRUE,1
440,Florence,Maulkin,Jeandon,1/22/2020,till date,TRUE,1
441,Ilene,Mayho,Fleckness,9/10/2019,till date,TRUE,1
442,Joshuah,Grigoryov,Christophersen,8/29/2019,till date,TRUE,1
443,Olag,Yandle,Focke,1/29/2020,till date,TRUE,1
444,,,,11/15/2019,till date,TRUE,1
445,Ebba,Whife,Schwandner,11/28/2019,till date,TRUE,1
446,Nickie,Millbank,Craney,1/4/2020,till date,TRUE,1
447,,,,12/10/2019,till date,TRUE,1
448,Nahum,Munns,Cuschieri,12/14/2019,till date,TRUE,1
449,Dag,Cheley,Yaneev,9/11/2019,till date,TRUE,1
450,Lyn,McTurk,Flood,12/7/2019,till date,TRUE,1
451,,,,6/16/2019,till date,TRUE,1
452,Ginni,O'Shevlin,Binton,12/7/2019,till date,TRUE,1
453,Ferne,Piggott,Purdom,4/19/2020,till date,TRUE,1
454,Marven,Rosenberg,Yeowell,5/26/2019,till date,TRUE,1
455,Wit,Baxill,Giberd,3/16/2020,till date,TRUE,1
456,Dimitry,Divisek,Binestead,11/13/2019,till date,TRUE,1
457,Carolynn,Fleeman,Damiral,12/4/2019,till date,TRUE,1
458,,,,4/13/2020,till date,TRUE,1
459,Park,Rabl,Fishe,4/18/2020,till date,TRUE,1
460,Sigismund,Grimsey,Helbeck,10/16/2019,till date,TRUE,1
461,Sax,Airdrie,Tebbutt,6/28/2019,till date,TRUE,1
462,,,,8/18/2019,till date,TRUE,1
463,Ardisj,Lanney,Brognot,1/21/2020,till date,TRUE,1
464,Merrilee,Gives,Donegan,3/28/2020,till date,TRUE,1
465,Armando,Kynforth,Arsnell,6/16/2019,till date,TRUE,1
466,Eleonore,Rossin,Nuzzi,1/11/2020,till date,TRUE,1
467,Jacinta,MacPharlain,Litterick,10/28/2019,till date,TRUE,1
468,Mala,Ablott,Prinn,11/9/2019,till date,TRUE,1
469,,,,2/2/2020,till date,TRUE,1
470,Cesar,Ninotti,Brehault,8/20/2019,till date,TRUE,1
471,Eustace,Parmley,Lembke,8/11/2019,till date,TRUE,1
472,Ardys,Espino,McMillam,11/25/2019,till date,TRUE,1
473,Con,Poulgreen,Finey,10/23/2019,till date,TRUE,1
474,Camila,Ruddom,Breffit,11/29/2019,till date,TRUE,1
475,Vida,Van der Spohr,Roke,10/7/2019,till date,TRUE,1
476,,,,7/9/2019,till date,TRUE,1
477,Beryl,Pinshon,Haglington,2/24/2020,till date,TRUE,1
478,Jacquenetta,Sorrel,Columbell,2/19/2020,till date,TRUE,1
479,Kyle,Cabbell,Valens-Smith,12/21/2019,till date,TRUE,1
480,Galvin,Brind,Congrave,9/16/2019,till date,TRUE,1
481,Davey,Worland,Edgars,11/17/2019,till date,TRUE,1
482,Buckie,Bleazard,Halsworth,6/23/2019,till date,TRUE,1
483,Sibelle,Beels,Lett,2/13/2020,till date,TRUE,1
484,Corbett,Menendes,Butler,2/23/2020,till date,TRUE,1
485,Kalil,Kynastone,Kwietak,9/14/2019,till date,TRUE,1
486,Lanni,Heephy,Breitling,6/15/2019,till date,TRUE,1
487,,,,3/30/2020,till date,TRUE,1
488,,,,4/16/2020,till date,TRUE,1
489,,,,3/1/2020,till date,TRUE,1
490,,,,1/8/2020,till date,TRUE,1
491,Godiva,Culpin,Pinkard,4/20/2020,till date,TRUE,1
492,Yvette,Scrace,Schutte,2/28/2020,till date,TRUE,1
493,Tersina,Merryman,Melendez,9/13/2019,till date,TRUE,1
494,Corny,Camillo,Guiraud,6/27/2019,till date,TRUE,1
495,Orsa,Broszkiewicz,Newlyn,11/27/2019,till date,TRUE,1
496,Adlai,Paddie,Kennea,9/20/2019,till date,TRUE,1
497,Marguerite,Grogan,Triggel,6/9/2019,till date,TRUE,1
498,Kilian,Agget,Massingham,8/27/2019,till date,TRUE,1
499,Malcolm,Ricca,Domb,5/27/2019,till date,TRUE,1
500,Benny,Strand,Steenson,9/4/2019,till date,TRUE,1
501,,,,5/19/2020,till date,TRUE,1
502,Christabel,McNeill,Whilder,12/27/2019,till date,TRUE,1
503,Riannon,Julien,Peinke,7/6/2019,till date,TRUE,1
504,,,,12/8/2019,till date,TRUE,1
505,Lexis,Sindle,Fordham,2/6/2020,till date,TRUE,1
506,Idalina,Odegaard,Avramovich,7/31/2019,till date,TRUE,1
507,Hester,Lomasney,Kopelman,3/21/2020,till date,TRUE,1
508,Flori,Daudray,Brookzie,11/23/2019,till date,TRUE,1
509,Cass,Linebarger,Dimsdale,10/24/2019,till date,TRUE,1
510,Marjie,Rapin,Lemary,5/26/2019,till date,TRUE,1
511,Lian,Monkeman,Dubery,1/29/2020,till date,TRUE,1
512,Karole,Killiam,Commusso,10/28/2019,till date,TRUE,1
513,Brandie,Pardal,Wellbank,2/3/2020,till date,TRUE,1
514,Buckie,Goudard,Carbery,10/17/2019,till date,TRUE,1
515,Courtnay,Aisthorpe,Tregear,7/29/2019,till date,TRUE,1
516,,,,1/20/2020,till date,TRUE,1
517,Maxie,Whether,Pibworth,1/26/2020,till date,TRUE,1
518,Brandie,Curran,Nevill,1/20/2020,till date,TRUE,1
519,,,,7/6/2019,till date,TRUE,1
520,Rozanna,Matthiae,Blasli,1/5/2020,till date,TRUE,1
521,Esma,Cockling,Beakes,12/15/2019,till date,TRUE,1
522,Fay,Truss,Shelp,5/14/2020,till date,TRUE,1
523,Rodina,Hamill,Narbett,3/24/2020,till date,TRUE,1
524,Sterne,Bettanay,Compford,9/5/2019,till date,TRUE,1
525,Catherin,Ronchka,Hurlston,7/30/2019,till date,TRUE,1
526,Retha,Bester,Chesswas,10/29/2019,till date,TRUE,1
527,Emilia,Jesson,Jakoubek,7/22/2019,till date,TRUE,1
528,Mellicent,Kells,Massenhove,1/24/2020,till date,TRUE,1
529,Giffard,Garrioch,Loram,5/18/2020,till date,TRUE,1
530,Lind,Conws,Lorenc,7/3/2019,till date,TRUE,1
531,Susan,Serot,Muffitt,11/25/2019,till date,TRUE,1
532,,,,3/19/2020,till date,TRUE,1
533,Cathe,Perrinchief,Belly,2/19/2020,till date,TRUE,1
534,Beverlee,Gepp,Van Bruggen,7/28/2019,till date,TRUE,1
535,Courtnay,Petris,Tucker,10/3/2019,till date,TRUE,1
536,,,,8/14/2019,till date,TRUE,1
537,,,,1/17/2020,till date,TRUE,1
538,Ferdy,Dungate,McCoy,12/24/2019,till date,TRUE,1
539,Nicky,Farey,Limb,1/5/2020,till date,TRUE,1
540,Janaya,Bigland,Castagne,3/17/2020,till date,TRUE,1
541,,,,3/16/2020,till date,TRUE,1
542,Humphrey,Sheepy,Creavan,8/24/2019,till date,TRUE,1
543,Moe,Huskisson,Zanazzi,7/27/2019,till date,TRUE,1
544,Ritchie,Riguard,Hradsky,4/7/2020,till date,TRUE,1
545,,,,2/22/2020,till date,TRUE,1
546,Kai,Eke,Torry,11/5/2019,till date,TRUE,1
547,Cindy,Clipson,Senecaux,4/21/2020,till date,TRUE,1
548,Kelsey,Dumbreck,Lochran,7/6/2019,till date,TRUE,1
549,Terry,Franke,Phittiplace,6/27/2019,till date,TRUE,1
550,Spencer,MacGillespie,Smallcombe,3/10/2020,till date,TRUE,1
551,Thomasina,Bolzmann,Gilmour,9/7/2019,till date,TRUE,1
552,Averil,Tumilty,Papworth,7/28/2019,till date,TRUE,1
553,Roth,Panswick,Silvermann,3/28/2020,till date,TRUE,1
554,Alard,Jerrold,McCobb,7/2/2019,till date,TRUE,1
555,Gillian,Roomes,Bosquet,4/16/2020,till date,TRUE,1
556,Orelle,Forge,Seear,12/17/2019,till date,TRUE,1
557,Anson,Maccaig,Garwood,9/24/2019,till date,TRUE,1
558,Marlane,Anetts,Tarpey,1/4/2020,till date,TRUE,1
559,Ginny,Scotfurth,Beining,6/19/2019,till date,TRUE,1
560,Heath,Blurton,Mingey,11/21/2019,till date,TRUE,1
561,Barnabe,Pinchin,Margaritelli,5/27/2019,till date,TRUE,1
562,Lynne,Laister,Plumtree,12/29/2019,till date,TRUE,1
563,,,,9/18/2019,till date,TRUE,1
564,Christean,Ullyott,Prop,5/6/2020,till date,TRUE,1
565,Graham,McComish,Pessel,9/1/2019,till date,TRUE,1
566,Thebault,Whittles,Decker,12/10/2019,till date,TRUE,1
567,,,,7/3/2019,till date,TRUE,1
568,,,,3/28/2020,till date,TRUE,1
569,Matthew,Odlin,Pinn,4/18/2020,till date,TRUE,1
570,Saw,Garford,Drowsfield,5/6/2020,till date,TRUE,1
571,Christine,Burchill,Peachman,6/29/2019,till date,TRUE,1
572,Karine,Shear,Roddie,9/1/2019,till date,TRUE,1
573,Filbert,Woodwing,Vasiljevic,9/27/2019,till date,TRUE,1
574,Ariana,Comben,Tumasian,1/20/2020,till date,TRUE,1
575,,,,3/17/2020,till date,TRUE,1
576,Jay,Boak,Stiger,7/31/2019,till date,TRUE,1
577,Rosene,Quade,Cellone,7/15/2019,till date,TRUE,1
578,,,,4/17/2020,till date,TRUE,1
579,Nichols,Josofovitz,Hadwen,3/13/2020,till date,TRUE,1
580,Odilia,Fust,Finby,11/27/2019,till date,TRUE,1
581,,,,3/23/2020,till date,TRUE,1
582,Starla,Noir,Loreit,10/6/2019,till date,TRUE,1
583,Rosa,Leafe,Fogg,4/12/2020,till date,TRUE,1
584,,,,5/25/2019,till date,TRUE,1
585,Jaymee,McLanaghan,Bendley,6/17/2019,till date,TRUE,1
586,,,,6/11/2019,till date,TRUE,1
587,Errick,Shirt,Markham,2/10/2020,till date,TRUE,1
588,Worthy,Sloegrave,Divine,6/8/2019,till date,TRUE,1
589,,,,10/24/2019,till date,TRUE,1
590,Patten,Downey,Angier,3/2/2020,till date,TRUE,1
591,,,,1/26/2020,till date,TRUE,1
592,Calvin,Kamen,Roumier,6/3/2019,till date,TRUE,1
593,,,,4/1/2020,till date,TRUE,1
594,Demetria,Bottell,Seleway,5/29/2019,till date,TRUE,1
595,Ebonee,Wiersma,Pittendreigh,12/7/2019,till date,TRUE,1
596,Florella,Bonsall,Deniskevich,3/6/2020,till date,TRUE,1
597,Trudie,Buffey,MacNaughton,7/21/2019,till date,TRUE,1
598,,,,1/4/2020,till date,TRUE,1
599,,,,8/23/2019,till date,TRUE,1
600,,,,2/2/2020,till date,TRUE,1
601,,,,1/25/2020,till date,TRUE,1
602,Lonnard,Serot,Setchell,2/3/2020,till date,TRUE,1
603,Zolly,Finnie,Rackstraw,10/16/2019,till date,TRUE,1
604,Janis,Gobel,Benedek,4/9/2020,till date,TRUE,1
605,Bennie,Cleverley,Kenwin,10/8/2019,till date,TRUE,1
606,Amerigo,Lawlance,Scotson,4/11/2020,till date,TRUE,1
607,Lisetta,Godbert,Wiburn,3/15/2020,till date,TRUE,1
608,Tracy,Conisbee,Ishchenko,10/31/2019,till date,TRUE,1
609,Rey,Scally,Clyma,1/12/2020,till date,TRUE,1
610,Witty,Hellmore,Vlasenkov,12/16/2019,till date,TRUE,1
611,Wyndham,Buxcy,Dibbe,3/24/2020,till date,TRUE,1
612,,,,5/5/2020,till date,TRUE,1
613,Aleksandr,Catonnet,Gurko,4/2/2020,till date,TRUE,1
614,,,,5/26/2019,till date,TRUE,1
615,Melantha,McCluskey,Youthed,1/16/2020,till date,TRUE,1
616,,,,12/15/2019,till date,TRUE,1
617,Bogey,Windaybank,Selbie,4/26/2020,till date,TRUE,1
618,Domenic,Capaldo,Placide,4/20/2020,till date,TRUE,1
619,Anna,Dagon,Sharrem,5/15/2020,till date,TRUE,1
620,,,,7/15/2019,till date,TRUE,1
621,Maurita,Burriss,McColley,5/5/2020,till date,TRUE,1
622,Karolina,O'Hegertie,Hadleigh,11/27/2019,till date,TRUE,1
623,Xena,Bramhall,Impett,6/14/2019,till date,TRUE,1
624,Ray,Blatherwick,MacRonald,4/20/2020,till date,TRUE,1
625,Odille,McGirr,McIsaac,2/26/2020,till date,TRUE,1
626,,,,11/16/2019,till date,TRUE,1
627,Gail,Ebertz,Hakewell,3/24/2020,till date,TRUE,1
628,,,,11/7/2019,till date,TRUE,1
629,Martainn,Money,Mangan,5/4/2020,till date,TRUE,1
630,,,,5/30/2019,till date,TRUE,1
631,Giustino,Matteoni,Soda,10/18/2019,till date,TRUE,1
632,Yuri,Croll,Sisneros,9/25/2019,till date,TRUE,1
633,,,,1/2/2020,till date,TRUE,1
634,Sheila-kathryn,Henkens,Meran,2/20/2020,till date,TRUE,1
635,,,,7/6/2019,till date,TRUE,1
636,Lynett,Cornish,Dronsfield,7/31/2019,till date,TRUE,1
637,Pansy,Sugar,Tomaskunas,11/27/2019,till date,TRUE,1
638,Letti,Enston,Allebone,9/10/2019,till date,TRUE,1
639,Aileen,Clues,Stebbing,4/8/2020,till date,TRUE,1
640,Niki,Sebrens,Davidy,10/28/2019,till date,TRUE,1
641,Anderea,Coan,Pilpovic,7/9/2019,till date,TRUE,1
642,Den,Tuberfield,Beards,3/30/2020,till date,TRUE,1
643,Editha,Shoemark,Sein,2/12/2020,till date,TRUE,1
644,Leonidas,Ridoutt,Moakes,1/1/2020,till date,TRUE,1
645,Tiler,Balloch,Eva,2/17/2020,till date,TRUE,1
646,Matthew,Pillinger,Steele,11/6/2019,till date,TRUE,1
647,Dorita,D'Ruel,Ceresa,3/4/2020,till date,TRUE,1
648,Shelly,Jaqueme,Zanitti,5/13/2020,till date,TRUE,1
649,Rossie,Klee,Lehrer,6/27/2019,till date,TRUE,1
650,,,,9/24/2019,till date,TRUE,1
651,,,,5/13/2020,till date,TRUE,1
652,Ashbey,Raff,Clulee,9/9/2019,till date,TRUE,1
653,Wilmar,Koop,Sadd,7/5/2019,till date,TRUE,1
654,Howard,O'Dougherty,Manwaring,6/6/2019,till date,TRUE,1
655,Herold,Wyche,O'Fallon,3/31/2020,till date,TRUE,1
656,,,,11/11/2019,till date,TRUE,1
657,Curtis,Ferrarese,De Filippis,8/3/2019,till date,TRUE,1
658,Ileane,Reisenstein,Havoc,12/19/2019,till date,TRUE,1
659,Alissa,Naris,Parlet,6/13/2019,till date,TRUE,1
660,Edin,Hugo,McPaike,2/2/2020,till date,TRUE,1
661,Thor,Syers,Marnes,10/10/2019,till date,TRUE,1
662,Fanechka,Birley,Daveley,9/23/2019,till date,TRUE,1
663,Dorthy,Girt,Fullard,7/9/2019,till date,TRUE,1
664,Bevvy,Mogg,Donisi,7/9/2019,till date,TRUE,1
665,,,,11/28/2019,till date,TRUE,1
666,Maximo,Featley,Baylie,2/7/2020,till date,TRUE,1
667,Laurette,Handover,Stennes,7/2/2019,till date,TRUE,1
668,Leelah,Appleyard,Bullus,9/14/2019,till date,TRUE,1
669,Erich,Kubek,Britian,9/5/2019,till date,TRUE,1
670,Siouxie,Jaime,Pietrzak,11/30/2019,till date,TRUE,1
671,Rosaleen,De la Eglise,De Meis,9/5/2019,till date,TRUE,1
672,,,,11/20/2019,till date,TRUE,1
673,Alika,Walesby,Maffia,5/30/2019,till date,TRUE,1
674,Pooh,Duddy,Greenshiels,5/25/2019,till date,TRUE,1
675,,,,5/16/2020,till date,TRUE,1
676,,,,10/6/2019,till date,TRUE,1
677,Cherida,Middleton,Atthow,9/15/2019,till date,TRUE,1
678,Erhard,Corde,Simonite,10/27/2019,till date,TRUE,1
679,,,,3/14/2020,till date,TRUE,1
680,Minor,Fenemore,Graffham,1/6/2020,till date,TRUE,1
681,,,,4/25/2020,till date,TRUE,1
682,Brewer,Leftly,Androsik,10/9/2019,till date,TRUE,1
683,Demetra,Farrant,Raggitt,12/1/2019,till date,TRUE,1
684,Gabriellia,Shoard,Coult,6/9/2019,till date,TRUE,1
685,Marian,Swaden,Trangmar,8/22/2019,till date,TRUE,1
686,Shandra,Durman,Vignaux,2/25/2020,till date,TRUE,1
687,Josee,Wofenden,Cully,1/27/2020,till date,TRUE,1
688,Bunni,Kemston,Ivermee,9/27/2019,till date,TRUE,1
689,Ertha,Blundel,Debney,5/11/2020,till date,TRUE,1
690,Frasier,Trewartha,Mottini,5/22/2020,till date,TRUE,1
691,Blake,Wallbanks,Ellard,9/15/2019,till date,TRUE,1
692,Margarete,Akroyd,McCorkell,1/12/2020,till date,TRUE,1
693,Staford,Ullyatt,Maynell,5/20/2020,till date,TRUE,1
694,,,,11/3/2019,till date,TRUE,1
695,,,,5/25/2019,till date,TRUE,1
696,,,,9/22/2019,till date,TRUE,1
697,Marya,Slatter,Egdell,10/2/2019,till date,TRUE,1
698,Ardelis,Hatry,O'Cullen,10/15/2019,till date,TRUE,1
699,Shandra,Alker,Balk,2/14/2020,till date,TRUE,1
700,Kathy,Shreve,Gamell,7/16/2019,till date,TRUE,1
701,Bonita,Marieton,Huyge,10/5/2019,till date,TRUE,1
702,Sam,Cartwight,Haliburn,5/14/2020,till date,TRUE,1
703,Francois,Morten,Scouller,7/28/2019,till date,TRUE,1
704,Ruddie,Sire,Lecount,12/2/2019,till date,TRUE,1
705,,,,6/9/2019,till date,TRUE,1
706,,,,12/11/2019,till date,TRUE,1
707,Bale,Bleackley,Sealand,2/22/2020,till date,TRUE,1
708,Wallas,Thornebarrow,Aked,1/15/2020,till date,TRUE,1
709,Verene,Avey,Oene,1/27/2020,till date,TRUE,1
710,,,,1/27/2020,till date,TRUE,1
711,Glynnis,Killingbeck,Kasman,10/14/2019,till date,TRUE,1
712,Hephzibah,Annwyl,Forrester,10/17/2019,till date,TRUE,1
713,,,,2/4/2020,till date,TRUE,1
714,Sallyanne,Dallon,Ilett,7/8/2019,till date,TRUE,1
715,Fredelia,McGilleghole,Burnell,12/31/2019,till date,TRUE,1
716,Gerty,Faltin,Bruni,5/19/2020,till date,TRUE,1
717,Mala,Glusby,Le - Count,10/9/2019,till date,TRUE,1
718,Nora,Horrell,Tremblet,8/15/2019,till date,TRUE,1
719,Tyler,Andretti,Ailward,4/8/2020,till date,TRUE,1
720,Pat,Kerford,Leate,5/25/2019,till date,TRUE,1
721,Maurita,Bartels-Ellis,Kloska,3/13/2020,till date,TRUE,1
722,Anastassia,Gantlett,MacGlory,1/26/2020,till date,TRUE,1
723,Britteny,Garrud,Siseland,10/16/2019,till date,TRUE,1
724,Freida,Beams,Ling,6/30/2019,till date,TRUE,1
725,Kinsley,Dunlap,Killoran,8/27/2019,till date,TRUE,1
726,Urbano,Killoran,Baversor,11/11/2019,till date,TRUE,1
727,Zonda,Hartzog,Lyne,1/23/2020,till date,TRUE,1
728,,,,7/3/2019,till date,TRUE,1
729,,,,4/14/2020,till date,TRUE,1
730,Ermengarde,McIlreavy,Cozens,3/7/2020,till date,TRUE,1
731,Marj,Edinburgh,McCrann,10/14/2019,till date,TRUE,1
732,Ade,Bendall,Coysh,1/7/2020,till date,TRUE,1
733,Fred,Blay,Dowty,4/14/2020,till date,TRUE,1
734,Lemar,De Lorenzo,Hulburd,5/11/2020,till date,TRUE,1
735,Gillan,Morfell,Tamblyn,12/25/2019,till date,TRUE,1
736,Raquel,Kewzick,De Angelo,8/13/2019,till date,TRUE,1
737,Margeaux,Weymont,Bathurst,8/27/2019,till date,TRUE,1
738,Marchall,Pavlov,Chazelas,5/3/2020,till date,TRUE,1
739,Aloysia,Frandsen,Smeuin,12/9/2019,till date,TRUE,1
740,Denny,Ankers,Hudson,6/3/2019,till date,TRUE,1
741,Isaiah,Benoist,Grisewood,4/7/2020,till date,TRUE,1
742,Joelie,Eastridge,Danter,6/12/2019,till date,TRUE,1
743,,,,2/23/2020,till date,TRUE,1
744,,,,2/7/2020,till date,TRUE,1
745,Dinny,Rusted,Jaggs,1/27/2020,till date,TRUE,1
746,Kirbee,Mounch,Eager,5/27/2019,till date,TRUE,1
747,Dita,Signori,Hugland,9/27/2019,till date,TRUE,1
748,Cathleen,Moyser,Doel,5/11/2020,till date,TRUE,1
749,Danny,Keig,Menghi,5/12/2020,till date,TRUE,1
750,Benedetto,Stilling,Studdal,8/21/2019,till date,TRUE,1
751,Sig,Taylorson,Huckerby,2/10/2020,till date,TRUE,1
752,Daryle,Ghirigori,Doram,2/12/2020,till date,TRUE,1
753,Cass,Bicksteth,Kochl,9/12/2019,till date,TRUE,1
754,Stanford,Cahan,Scaplehorn,12/20/2019,till date,TRUE,1
755,Valdemar,Castaneda,Gunter,7/20/2019,till date,TRUE,1
756,Avigdor,Asbury,Schwander,6/11/2019,till date,TRUE,1
757,Elnar,Sly,Geeraert,8/10/2019,till date,TRUE,1
758,Wanda,Edwinson,Rickaby,11/7/2019,till date,TRUE,1
759,Lucas,Waszczykowski,Cumpton,9/25/2019,till date,TRUE,1
760,Noach,McGaugie,Lindman,11/29/2019,till date,TRUE,1
761,Wilhelmina,Childes,Rowdell,11/24/2019,till date,TRUE,1
762,,,,7/25/2019,till date,TRUE,1
763,Cecilio,Jaouen,Offner,4/5/2020,till date,TRUE,1
764,Glynnis,Hutcheson,Fermor,8/17/2019,till date,TRUE,1
765,Bruis,Aviss,Mushet,3/20/2020,till date,TRUE,1
766,,,,7/2/2019,till date,TRUE,1
767,Paolina,Emmet,Sancho,10/19/2019,till date,TRUE,1
768,Tymothy,Mardling,Berzon,3/31/2020,till date,TRUE,1
769,Cedric,Kliner,Hoodspeth,4/12/2020,till date,TRUE,1
770,,,,1/9/2020,till date,TRUE,1
771,,,,12/11/2019,till date,TRUE,1
772,Manda,Arnowicz,Neeve,7/29/2019,till date,TRUE,1
773,Tate,Yeudall,Hearse,4/4/2020,till date,TRUE,1
774,Jeniffer,Dovington,Leabeater,5/9/2020,till date,TRUE,1
775,Evangelina,Sneddon,Gidney,11/26/2019,till date,TRUE,1
776,Bryn,Otson,Shoard,12/7/2019,till date,TRUE,1
777,Faydra,Michiel,Jahnig,12/19/2019,till date,TRUE,1
778,Denver,Tidder,Wort,6/29/2019,till date,TRUE,1
779,Dougy,Puller,Morgon,12/2/2019,till date,TRUE,1
780,,,,8/1/2019,till date,TRUE,1
781,,,,5/7/2020,till date,TRUE,1
782,Carson,Herculson,Gallelli,12/23/2019,till date,TRUE,1
783,Janella,Haskey,O'Neal,6/18/2019,till date,TRUE,1
784,Cathee,Wyld,Scarre,10/6/2019,till date,TRUE,1
785,Carrissa,Kemery,Hugonnet,2/21/2020,till date,TRUE,1
786,Uriel,Mitchenson,Aucock,5/30/2019,till date,TRUE,1
787,Kimbell,Klejin,Forge,9/13/2019,till date,TRUE,1
788,Kirsten,Creeghan,Pinilla,11/27/2019,till date,TRUE,1
789,,,,3/21/2020,till date,TRUE,1
790,,,,3/7/2020,till date,TRUE,1
791,Doretta,Morgue,Brazur,11/15/2019,till date,TRUE,1
792,Olvan,Kirkpatrick,Bater,6/28/2019,till date,TRUE,1
793,Hort,Kinvig,Rowswell,2/10/2020,till date,TRUE,1
794,Judas,Thurlborn,Geelan,4/1/2020,till date,TRUE,1
795,Althea,Chalk,Plumer,8/4/2019,till date,TRUE,1
796,Emlynn,Roon,Polden,3/7/2020,till date,TRUE,1
797,Woodrow,Oleshunin,Haggerstone,5/7/2020,till date,TRUE,1
798,Christy,Bassett,Rangeley,6/1/2019,till date,TRUE,1
799,,,,7/3/2019,till date,TRUE,1
800,Vikki,Philipet,Islep,11/24/2019,till date,TRUE,1
801,,,,10/22/2019,till date,TRUE,1
802,Caesar,Ivett,Armell,6/18/2019,till date,TRUE,1
803,Beverley,Stepney,Burkitt,11/3/2019,till date,TRUE,1
804,Shannon,Docket,Edling,8/31/2019,till date,TRUE,1
805,Ryann,Emms,Headey,12/12/2019,till date,TRUE,1
806,Robinett,Amery,Peoples,7/18/2019,till date,TRUE,1
807,Constantine,Izakof,Jamieson,3/17/2020,till date,TRUE,1
808,Lynn,Droogan,Foker,12/21/2019,till date,TRUE,1
809,Lenee,Etuck,Moncreif,8/16/2019,till date,TRUE,1
810,Bibbie,Townson,Scarman,5/20/2020,till date,TRUE,1
811,Karrah,Feyer,Jenno,8/24/2019,till date,TRUE,1
812,Kristi,Rolance,Lottrington,10/25/2019,till date,TRUE,1
813,Nathaniel,Bubbear,Letts,1/27/2020,till date,TRUE,1
814,Vinnie,Garfoot,Houltham,5/12/2020,till date,TRUE,1
815,Sheppard,Iddiens,Menicomb,4/8/2020,till date,TRUE,1
816,Guinna,Westfalen,Delgardo,3/17/2020,till date,TRUE,1
817,Rudy,Ironmonger,Stych,10/8/2019,till date,TRUE,1
818,Pierson,Dehm,Ivankin,2/28/2020,till date,TRUE,1
819,Kylie,Devoy,Rontree,8/4/2019,till date,TRUE,1
820,Bronnie,Jowsey,Gypson,11/7/2019,till date,TRUE,1
821,Sherman,Crowhurst,Dooler,8/28/2019,till date,TRUE,1
822,Randy,Biasini,Chalder,10/19/2019,till date,TRUE,1
823,Egan,Feldhammer,Fitch,4/13/2020,till date,TRUE,1
824,Maude,Daintith,Filipowicz,5/9/2020,till date,TRUE,1
825,York,Kettleson,Capineer,11/11/2019,till date,TRUE,1
826,Inna,Buche,Dunbar,10/6/2019,till date,TRUE,1
827,,,,10/24/2019,till date,TRUE,1
828,Franky,Ondrus,O'Sculley,10/29/2019,till date,TRUE,1
829,Sadye,Vest,Howkins,7/24/2019,till date,TRUE,1
830,Dede,Palister,Float,7/19/2019,till date,TRUE,1
831,,,,8/23/2019,till date,TRUE,1
832,,,,8/17/2019,till date,TRUE,1
833,Kimberley,Pilley,Chaperling,4/6/2020,till date,TRUE,1
834,Holt,Checo,Sinclaire,4/11/2020,till date,TRUE,1
835,Matthew,Danilchik,Kiffin,10/15/2019,till date,TRUE,1
836,Cassie,Schimpke,Brooks,6/11/2019,till date,TRUE,1
837,Emma,Peirce,Probyn,10/10/2019,till date,TRUE,1
838,Devy,Vargas,Tattam,3/28/2020,till date,TRUE,1
839,,,,8/27/2019,till date,TRUE,1
840,Lenard,Crosson,Rosenkrantz,1/2/2020,till date,TRUE,1
841,Valina,d'Arcy,Kira,2/3/2020,till date,TRUE,1
842,Moritz,Jeary,Winthrop,5/15/2020,till date,TRUE,1
843,Craggie,Stubbe,Itzkovwich,12/24/2019,till date,TRUE,1
844,Constanta,Couling,Hitscher,1/24/2020,till date,TRUE,1
845,Merola,Milazzo,Excell,12/9/2019,till date,TRUE,1
846,Poul,Gomar,Fearby,11/6/2019,till date,TRUE,1
847,Laurella,Habercham,Blas,3/29/2020,till date,TRUE,1
848,,,,5/4/2020,till date,TRUE,1
849,Orin,Bycraft,Burrage,10/5/2019,till date,TRUE,1
850,Quentin,Corsor,Kilgallen,5/27/2019,till date,TRUE,1
851,Andie,Colbertson,McTeer,8/8/2019,till date,TRUE,1
852,,,,8/31/2019,till date,TRUE,1
853,Ezechiel,Robet,Ruppele,10/27/2019,till date,TRUE,1
854,Hanna,Nitto,Gockelen,2/6/2020,till date,TRUE,1
855,Desi,Hinz,Twentyman,11/28/2019,till date,TRUE,1
856,Audrie,Sollime,Pane,1/14/2020,till date,TRUE,1
857,,,,9/21/2019,till date,TRUE,1
858,Everett,Nudde,Callow,11/30/2019,till date,TRUE,1
859,,,,2/23/2020,till date,TRUE,1
860,Arabele,Hobbert,McReedy,7/13/2019,till date,TRUE,1
861,Koral,Szachniewicz,McGaugie,2/6/2020,till date,TRUE,1
862,Savina,Mityushin,Greenhaugh,9/12/2019,till date,TRUE,1
863,Bernardine,Alexsandrov,Mossbee,1/30/2020,till date,TRUE,1
